William Dampier	1651 births, 1715 deaths, English explorers, People from Somerset
Michael Novak	1933 births, 2017 deaths, American diplomats, American journalists, American political writers, American philosophers, American Roman Catholics, American theologians, Cancer deaths in Washington, D.C., Deaths from colorectal cancer, Writers from Pennsylvania, Politicians from Pennsylvania, People from Johnstown, Pennsylvania
Dick Bruna	1927 births, 2017 deaths, Dutch children's writers, Illustrators, Writers from Utrecht (city)
European hornet	Wasps
Börge Hellström	1957 births, 2017 deaths, Cancer deaths in Sweden, Criminals, Swedish writers
Ep Wieldraaijer	1927 births, 2017 deaths, Aldermen of the Netherlands, Dutch councillors, Dutch mayors, Former members of the House of Representatives of the Netherlands, Former MEPs, Labour Party (Netherlands) politicians, MEPs for the Netherlands, Politicians from Overijssel
Joop Gouweleeuw	1940 births, 2017 deaths, Judoka, People from Delft, Sportspeople from South Holland
Djelloul Khatib	1936 births, 2017 deaths, Activists, Algerian politicians, African diplomats, People from Algiers
Veyrier	Municipalities of Geneva, Cities in Switzerland
Krinau	Former municipalities of St. Gallen
NASCAR on Sky	NASCAR, 2007 television series debuts, 2012 television series endings
Lineman (technician)	Electricity
Tom Regan	1938 births, 2017 deaths, 20th century philosophers, 21st century philosophers, American academics, American animal rights activists, American philosophers, Deaths from pneumonia, Disease-related deaths in North Carolina, Writers from Pittsburgh, Pennsylvania
Erland Kops	1937 births, 2017 deaths, Badminton players, Danish sportspeople, People from Copenhagen
Linesman (soccer)	Association football
Panarthropoda	Groups of phyla
Chembarambakkam Lake	Lakes of Tamil Nadu, Chennai District
Puzhal Lake	Lakes of Tamil Nadu, Chennai District
Cycloneuralia	Animals
Kodaikanal Lake	Lakes of Tamil Nadu
Luke M. Griswold	1837 births, 1892 deaths, United States Navy Medal of Honor recipients, Military personnel of the American Civil War, People from Massachusetts
Omar Abdel-Rahman	1938 births, 2017 deaths, Blind people, Deaths from coronary artery disease, Deaths from diabetes, Cardiovascular disease deaths in North Carolina, Egyptian Muslims, Muslim terrorists
Ivan Koloff	1942 births, 2017 deaths, Canadian professional wrestlers, Cancer deaths in North Carolina, Deaths from liver cancer, Sportspeople from Montreal
Lawrence F. Snowden	1921 births, 2017 deaths, American generals, American military personnel of the Korean War, American military personnel of the Vietnam War, American military personnel of World War II, Military people from Virginia, United States Marine Corps personnel, People from Charlottesville, Virginia
Pyruvic acid	Cellular respiration, Metabolism
Pasquale Squitieri	1938 births, 2017 deaths, Italian movie directors, People from Naples
Clyde Stubblefield	1943 births, 2017 deaths, African American musicians, American funk musicians, American drummers, Deaths from renal failure, Disease-related deaths in Wisconsin, Musicians from Wisconsin, People from Chattanooga, Tennessee, People from Madison, Wisconsin
Alan Aldridge	1943 births, 2017 deaths, Artists from London, British illustrators
Theodore J. Lowi	1931 births, 2017 deaths, American academics, American political scientists, Scientists from Alabama
Williams Street	American animation studios, Adult Swim, 1994 establishments in the United States
Dan Vickerman	1979 births, 2017 deaths, Australian rugby union players, People from Cape Town, Suicides in Australia
Michael Ogio	1942 births, 2017 deaths, Commanders of the Order of the British Empire, Knights Grand Cross of the Order of St Michael and St George, Governors-General of Papua New Guinea
Luigi Canepa	1849 births, 1914 deaths, Italian composers
Ready Set Learn	American children's television series
Letter from Birmingham Jail	Martin Luther King Jr., American civil rights, Letters
Sabha, Libya	Cities in Libya
Nintendo Switch	2017 establishments, Nintendo video game consoles
Nephrozoa	Taxonomy
Paul Nguyên Van Hòa	1931 births, 2017 deaths, Roman Catholic bishops, Vietnamese people
Four sons of Horus	Egyptian gods and goddesses
Rem (mythology)	Egyptian gods and goddesses
Norma McCorvey	1947 births, 2017 deaths, Deaths from heart failure, American activists, American Roman Catholics, Writers from Louisiana, Writers from Texas
José Solé	1929 births, 2017 deaths, Deaths from cardiac arrest, Mexican stage actors, Mexican movie directors
Peter Skellern	1947 births, 2017 deaths, Anglican priests, Cancer deaths in England, Deaths from brain cancer, English Anglicans, English pianists, English pop musicians, English pop singers, English priests, English singer-songwriters, Musicians from Lancashire, Singers from Lancashire, Writers from Lancashire
Warren Frost	1925 births, 2017 deaths, American movie actors, American stage actors, American television actors, Actors from Massachusetts, Actors from Vermont
Jørgen Kieler	1919 births, 2017 deaths, Danish writers, Physicians
Altamas Kabir	1948 births, 2017 deaths, Deaths from kidney disease, Indian lawyers, Chief Justices of India
Roger Hynd	1942 births, 2017 deaths, Scottish footballers, Crystal Palace F.C. players
Richard Schickel	1933 births, 2017 deaths, Deaths from stroke, American historians, American movie critics, American educators, American journalists, American screenwriters, Writers from Milwaukee, Wisconsin
Andrew Schneider	Pulitzer Prize winners, 1942 births, 2017 deaths, Deaths from heart failure, American journalists, Writers from New York City
Lavell Crawford	1968 births, Living people, American movie actors, American television actors, American comedians, Actors from St. Louis, Missouri
Magnus Wenninger	1919 births, 2017 deaths, American mathematicians, Benedictines, People from Wisconsin
Martin Schulz	1955 births, Living people, Former MEPs, MEPs for Germany, People from Eschweiler, Politicians from North Rhine-Westphalia, Politicians of the Social Democratic Party of Germany, Presidents of the European Parliament
Alejandro Atchugarry	1952 births, 2017 deaths, Deaths from aneurysm, Uruguayan politicians, Uruguayan lawyers, People from Montevideo
Marty Schottenheimer	1943 births, 2021 deaths, Deaths from Alzheimer's disease, American football coaches, Buffalo Bills players, New England Patriots players, Sportspeople from Pennsylvania
Kaci Kullmann Five	1951 births, 2017 deaths, Deaths from breast cancer, Cancer deaths in Norway, Norwegian politicians, Norwegian Nobel Committee
Per Kleppe	1923 births, 2021 deaths, Norwegian economists, Politicians from Oslo
Jan Balstad	1937 births, Living people, Politicians from Oslo
Non-separable wavelets	Digital signal processing
Sclera	Eye anatomy
Blister beetle	Polyphaga
Oil beetle	Polyphaga
Brachiozoa	Animals
Peterlee	Towns in County Durham
Cow killer	Wasps
Regal Entertainment Group	Companies of the United States
Vitaly Churkin	1952 births, 2017 deaths, Ambassadors of Russia, Cardiovascular disease deaths in New York City, Child actors, Russian movie actors, Russian politicians
Larry Coryell	1943 births, 2017 deaths, Deaths from cardiac arrest, Cardiovascular disease deaths in New York City, American jazz musicians, American guitarists, Musicians from Texas, Musicians from Washington, Musicians from New York City, People from Galveston, Texas
Sofía Ímber	1924 births, 2017 deaths, Deaths from congestive heart failure, Jewish philanthropists, Jewish writers, Romanian journalists, Moldovan people, Romanian Jews, South American Jews, Venezuelan people
H. R. McMaster	1962 births, Living people, United States National Security Advisors, American military people, Writers from Philadelphia, Pennsylvania
Eric Jacobson	Living people, 1970 births
Roman Zhuravskyi	1948 births, 2017 deaths, Deaths from pancreatic cancer, Ukrainian footballers
Yury Solomin	1935 births, Living people, Russian movie actors, Russian stage actors, Russian politicians
Aleksandr Yakovlevich Mikhailov	1944 births, Living people, Russian movie actors
Kamran Mirza	1509 births, 1557 deaths, People from Kabul
E-dubble	1982 births, 2017 deaths, American hip hop musicians, American rap musicians from Pennsylvania, Infectious disease deaths in the United States, Musicians from Philadelphia, Pennsylvania, Musicians from Baltimore, Maryland, American rap musicians from Maryland
New Synagogue, Berlin	Synagogues, Judaism in Germany
Youssef Lemrini	1960 births, Living people, Football managers, Moroccan footballers
Maha Haddioui	1988 births, Living people, Golfers, Moroccan sportspeople, People from Casablanca
B chromosome	Chromosomes
Northeast Region of Brazil	Regions of Brazil
Henri Cohen	Year of birth missing, 1930 deaths, Belgian Jews, Belgian sportspeople, Jewish sportspeople, Olympic silver medalists, Water polo players
Yigal Amir	1970 births, Living people, Israeli prisoners, Jewish Israeli criminals, Murderers, Prisoners sentenced to life imprisonment
Mildred Dresselhaus	1930 births, 2017 deaths, American physicists, Jewish American academics, Jewish American scientists, Scientists from Brooklyn
Max Lüscher	1923 births, 2017 deaths, Swiss writers, Swiss scientists, Swiss psychologists
Lüscher color test	Tests
Little Sammy Davis	1928 births, 2018 deaths, Deaths from heart failure, Cardiovascular disease deaths in New York, American blues musicians, American guitarists, American songwriters, African American musicians, People from Winona, Mississippi, Musicians from Mississippi, Writers from Mississippi, Writers from New York, Musicians from New York
Madame de Montesson	1738 births, 1806 deaths, People from Paris, House of Orléans
Lavelle White	1929 births, Living people, American blues musicians, American soul musicians, American singer-songwriters, Singers from Louisiana, Writers from Louisiana, Singers from Houston, Texas, Writers from Texas
Downe	London Borough of Bromley, Villages in England
Stanisław Skrowaczewski	1923 births, 2017 deaths, Naturalized citizens of the United States, Polish composers, American composers, American conductors, Writers from Minneapolis, Minnesota, Musicians from Minneapolis, Minnesota
Joseph Blatchford	1934 births, Living people, American philanthropists, Civil servants, People from Milwaukee, Wisconsin, People from Beverly Hills, California
Steve Hewlett (journalist)	1958 births, 2017 deaths, British academics, British journalists, Cancer deaths in London, Deaths from esophageal cancer, Writers from London
Desmond Connell	1926 births, 2017 deaths, Cardinals of the Roman Catholic Church, People from Dublin, Roman Catholic archbishops
Anthony Downs	1930 births, Living people, American economists, American educators, Writers from Illinois, People from Evanston, Illinois
Reinhard Selten	1930 births, 2017 deaths, German academics, German economists, People from former German territories, People from Wrocław, German Nobel Prize winners
Sex industry	Sex industry
Keisha Castle-Hughes	1990 births, Living people, Child actors, Entertainers from North Island, New Zealand Māori people, New Zealand movie actors, New Zealand television actors, People from Auckland, People with bipolar disorder
Taulupe Faletau	1990 births, Living people, Oceanic sportspeople, Tonga, Welsh rugby union players
Dana International	1972 births, Living people, Eurovision Song Contest winners, Israeli LGBT people, Israeli pop singers, Jewish Israeli musicians, LGBT singers, People from Tel Aviv, Transgender and transsexual Jews, Israeli singers
Steve Gleason	Congressional Gold Medal recipients, 1977 births, Living people, American football linebackers, American football safeties, Indianapolis Colts players, New Orleans Saints players, People from Spokane, Washington, Sportspeople from Washington
