Naohiro Takahara	1979 births, Living people, Footballers from Shizuoka Prefecture, Japan international footballers, J1 League players, J2 League players, J3 League players, Júbilo Iwata players, Urawa Red Diamonds players, Shimizu S-Pulse players, Tokyo Verdy players, SC Sagamihara players, 2006 FIFA World Cup players, 2003 FIFA Confederations Cup players, Footballers at the 2000 Summer Olympics, 2000 AFC Asian Cup players, AFC Asian Cup-winning players
Severus Snape	Fictional characters introduced in 1997, Harry Potter characters
Pantothenate kinase-associated neurodegeneration	Diseases and disorders of the brain
Extrapyramidal symptom	Muscular system
St Matthew Passion	Compositions by Johann Sebastian Bach, Choral compositions
Oatmeal	Oats, Breakfast foods
St John Passion	Compositions by Johann Sebastian Bach, Choral compositions
WPST	Radio stations in the United States, Trenton, New Jersey
Mass in B minor	Compositions by Johann Sebastian Bach, Choral compositions, Masses (music)
Brassica	Brassicaceae
Reza Shāh Pahlavi	Iranian people, Kings and queens
Armageddon (2008)	2008 in professional wrestling, WWE Armageddon, Sports in Buffalo, New York, 2008 in New York (state), 21st century in Buffalo, New York
Little Anthony and the Imperials	American R&B bands, Soul bands, African-American musical groups, Musical groups from New York City, 1958 establishments in the United States, 1950s establishments in New York (state), Musical groups established in 1958
Against All Odds (2009)	2009 in professional wrestling, Sports in Orlando, Florida, 2009 in American television, 2000s in Orlando, Florida, 2009 in Florida, February 2009 events
Samak Sundaravej	1935 births, 2009 deaths, Chefs, People from Bangkok, Prime Ministers of Thailand, Television personalities
Bumrungrad Hospital	Hospitals, Buildings and structures in Bangkok
Miss Thailand	Beauty pageants
Songkran	Festivals in Asia, Thai culture
Amphoe Pai	Districts, Geography of Thailand
Hymenocallis	Flowers, Asparagales
Crinum	Asparagales, Flowers
Schwenck	1979 births, Living people, Footballers from Rio de Janeiro
Marcelo Baron Polanczyk	1974 births, Living people, Brazilian footballers
Koji Matsuura	1980 births, Living people, Footballers from Hyōgo Prefecture
Yosuke Nakata	1981 births, Living people, Footballers from Iwate Prefecture
Goshi Okubo	1986 births, Living people, Footballers from Miyagi Prefecture
Koichiro Morita	1984 births, Living people, Footballers from Tokyo Prefecture
Keita Isozaki	1980 births, Living people, Footballers from Kanagawa Prefecture
Hiroki Bandai	1986 births, Living people, Footballers from Miyagi Prefecture
Takumi Morikawa	1977 births, Living people, Footballers from Shizuoka Prefecture
Kunimitsu Sekiguchi	1985 births, Living people, Footballers from Tokyo Prefecture, Japan international footballers, J1 League players, J2 League players, Vegalta Sendai players, Urawa Red Diamonds players, Cerezo Osaka players
Tatsuro Hagihara	1982 births, Living people, Footballers from Kagoshima Prefecture
Kiyomitsu Kobari	1977 births, Living people, Footballers from Tokyo Prefecture
Koya Shimizu	1982 births, Living people, Footballers from Tokyo Prefecture
Naoki Sugai	1984 births, Living people, Footballers from Yamagata Prefecture
Kazuhiro Murakami	1981 births, Living people, Footballers from Mie Prefecture
Gonzo the Great	Fictional characters, Muppets
Kingdom of León	Kingdom of León, 1230 disestablishments, 910 establishments, Former monarchies of Europe
León, Spain	Municipalities in the Kingdom of León, Settlements in León, Municipalities in Castile and León, Cities in Castile and León, Capital cities in Spain
Na-mi	1957 births, Living people, South Korean singers
Hurricane Gaston (2004)	Hurricanes in South Carolina
Zwickau (district)	Zwickau Rural District
Erzgebirgskreis	Erzgebirgskreis Rural District
Carnival of the Animals	Compositions by Camille Saint-Saëns
Alexandra of Denmark	Kings and Queens consort of the United Kingdom, People with foods named after them, Knights of Justice of the Order of St John, 1844 births, 1925 deaths
Peridotite	Igneous rocks
Tropical Storm Arthur (2002)	2002 Atlantic hurricane season, Atlantic tropical storms
Tropical Storm Bertha (2002)	2002 Atlantic hurricane season
Zebu	Cattle breeds
Tropical Storm Fay (2002)	2002 Atlantic hurricane season, Atlantic tropical storms
Tropical Storm Hanna (2002)	2002 Atlantic hurricane season, Atlantic tropical storms
Hurricane Isidore	2002 Atlantic hurricane season, Category 3 Atlantic hurricanes, Hurricanes in Mexico, Hurricanes in the United States, Retired tropical cyclone names, 2002 in the United States, 2000s in Mexico, 2000s in Cuba, 2000s in Louisiana
Hurricane Kyle (2002)	Hurricanes in the United States
Tropical Storm Allison	Atlantic tropical storms, Retired tropical cyclone names, Hurricanes in the United States, 2001 in the United States, 2000s in Texas, 2000s in Louisiana
Hurricane Iris	2001 Atlantic hurricane season, Category 4 Atlantic hurricanes
Hurricane Michelle	2001 Atlantic hurricane season, Category 4 Atlantic hurricanes, 2000s in Nicaragua, 2000s in Honduras, 2000s in Jamaica, History of the Cayman Islands, 2000s in Cuba, 2000s in the Bahamas, 2000s in Florida, 2001 in the United States
2000 Atlantic hurricane season	2000 Atlantic hurricane season
Microsoft Outlook	Microsoft Office
Microsoft Access	Microsoft Office
Kyle XY	2006 American television series debuts, ABC Family series, English-language television programs
Eurasian lynx	Felines
Hassocks	Towns in West Sussex
Saint Petersburg Metro	Saint Petersburg, Rapid transit systems
Hideki Okochi	1985 births, Living people, Footballers from Aichi Prefecture
Ryuji Akiba	1984 births, Living people, Footballers from Shizuoka Prefecture
Takayuki Nakahara	1984 births, Living people, Footballers from Yamaguchi Prefecture
Ryang Yong-Gi	1982 births, Living people, North Korean footballers, People from Osaka
Shingo Tomita	1986 births, Living people, Footballers from Tochigi Prefecture
Kodai Watanabe	1986 births, Living people, Footballers from Chiba Prefecture
Slobodan Dubajić	1963 births, Living people, Serbian footballers
Susumu Watanabe	1973 births, Living people, Footballers from Tokyo Prefecture
Marcos Paulo Souza Ribeiro	1974 births, Living people, Brazilian footballers
Hiroshi Hayano	1955 births, Living people, Footballers from Kanagawa Prefecture
Masahiro Kazuma	1982 births, Living people, Footballers from Kanagawa Prefecture
Shogo Kobara	1982 births, Living people, Footballers from Kanagawa Prefecture
Jozef Gašpar	1977 births, Living people, Slovak footballers
Goce Sedloski	1974 births, Living people, People from North Macedonia, European footballers
Masaya Nishitani	1978 births, Living people, Footballers from Tokushima Prefecture
Swahili Wikipedia	Wikipedias
Leipzig (district)	Leipzig Rural District
1944 Appalachians tornado outbreak	1944 in the United States, Tornadoes in the United States, Tornado outbreaks, June 1944 events
Duvet	Cloth
Treaty of Paris (1229)	Treaties
Albigensian Crusade	Crusades, 1209, 1210s, 1220s, 13th century in Europe, History of France
Mont-de-Marsan	Communes in Landes, Departmental capitals in France
Saint-Lys	Communes in Haute-Garonne
Albias	Communes in Tarn-et-Garonne
Tournay	Communes in Hautes-Pyrénées
Villefranche-de-Rouergue	Subprefectures in France, Communes in Aveyron
Facade	Architectural elements
La Bastide-de-Bousignac	Communes in Ariège
Fourcès	Communes in Gers
Communes of the Tarn-et-Garonne department	Lists of communes of France, Communes in Tarn-et-Garonne
Gimont	Communes in Gers
Montastruc-la-Conseillère	Communes in Haute-Garonne
Angeville	Communes in Tarn-et-Garonne
Asques, Tarn-et-Garonne	Communes in Tarn-et-Garonne
Auty	Communes in Tarn-et-Garonne
Beaupuy, Gers	Communes in Gers
Communes of the Gers department	Lists of communes of France, Communes in Gers
Beaupuy, Haute-Garonne	Communes in Haute-Garonne
Communes of the Haute-Garonne department	Lists of communes of France, Communes in Haute-Garonne
Beaupuy, Tarn-et-Garonne	Communes in Tarn-et-Garonne
Communes of the Aveyron department	Lists of communes of France, Communes in Aveyron
Communes of the Ariège department	Lists of communes of France, Communes in Ariège
Daguerreotype	Photographic film formats
Grenade, Haute-Garonne	Communes in Haute-Garonne
Cordes-sur-Ciel	Communes in Tarn
Pygmy possum	Diprotodonts
Mario Tennis	Nintendo 64 games
Pavie, Gers	Communes in Gers
Fleurance	Communes in Gers
Dowry	Marriage
Badge	Symbols, Awards
Philip IV of France	1268 births, 1314 deaths, Kings and Queens of France
Domme, Dordogne	Communes in Dordogne
Charles Higounet	1911 births, 1988 deaths, French historians, People from Toulouse
The Love Dare	2008 books, Non-fiction books
1997 Atlantic hurricane season	Atlantic hurricane seasons, 1997
Lycoris (genus)	Asparagales
Thammasat University	Colleges and universities in Thailand, Bangkok, 1934 establishments, 20th century establishments in Thailand
Romaine lettuce	Leaf vegetables
Mangosteen	Tropical fruit
Oldland Mill	Energy
Campagne-sur-Arize	Communes in Ariège
La Bastide-de-Sérou	Communes in Ariège
Mittelsachsen	Mittelsachsen Rural District
1998 Atlantic hurricane season	Atlantic hurricane seasons, 1998
Gaillardia	Asteraceae, Flowers
Oenothera	Flowers, Myrtales
Mazères, Ariège	Communes in Ariège
Rimont	Communes in Ariège
1999 Atlantic hurricane season	1999 Atlantic hurricane season
Golden Balls	2007 British television series debuts, 2009 British television series endings, 2000s British television series, ITV game shows, English-language television programs
Görlitz (district)	Görlitz Rural District
Massive Attack	1988 establishments in England, Bristol, English musical groups, Massive Attack, Musical groups established in 1988, Trip hop groups
Santa Catalina Island	Islands of the United States, Geography of Los Angeles, California, Landforms of California
1990 Atlantic hurricane season	Atlantic hurricane seasons, 1990
1991 Atlantic hurricane season	1991 Atlantic hurricane season
Clapper Post	Postal history, Vienna, Establishments in Austria, 1772 establishments, 1770s establishments in Europe
1992 Atlantic hurricane season	1992 Atlantic hurricane season
Nymphaea	Nymphaeales
Hurricane Ismael	Retired tropical cyclone names, 1995 Pacific hurricane season, East Pacific hurricanes, Hurricanes in Mexico, 1995 in Mexico, September events
Atmospheric convection	Atmosphere
COROT-7b	Exoplanets
Tatsuya Murata	1972 births, Living people, Footballers from Tokyo Prefecture
Masato Harasaki	1974 births, Living people, Footballers from Aomori Prefecture
Satoshi Ōtomo	1981 births, Living people, Footballers from Chiba Prefecture
Yuichi Nemoto	1981 births, Living people, Footballers from Ibaraki Prefecture
Takayuki Komine	1974 births, Living people, Footballers from Saitama Prefecture
Metamorphoses	Greek mythology, Roman mythology
Latin Wikipedia	Wikipedias
1993 Atlantic hurricane season	Atlantic hurricane seasons, 1993
1914 Atlantic hurricane season	Atlantic hurricane seasons, 1914, 20th century in Georgia (U.S. state), 1910s in Texas
Alrance	Communes in Aveyron
Fullerene	Carbon
Ambeyrac	Communes in Aveyron
The Jesus and Mary Chain	British rock bands, South Lanarkshire
1989 Atlantic hurricane season	Atlantic hurricane seasons, 1989
1988 Atlantic hurricane season	Atlantic hurricane seasons, 1988
1987 Atlantic hurricane season	1987 Atlantic hurricane season
List of hurricanes in Florida	Hurricanes in the United States, Florida-related lists, Weather lists
Castor oil plant	Euphorbiaceae
Japanese Wikipedia	Wikipedias
Dutch Wikipedia	Wikipedias, Websites established in 2001
Polish Wikipedia	Wikipedias
Adrenomyeloneuropathy	Genetic disorders
Dieffenbachia	Araceae
Wayne Gandy	1971 births, American football offensive tackles, Atlanta Falcons players, Living people, Los Angeles Rams players, New Orleans Saints players, Pittsburgh Steelers players, St. Louis Rams players
Jujutsu	Martial arts, Sport in Japan
International Formula 3000	Auto racing, 1985 establishments
Sidecarcross	Auto racing
Robert Pattinson	1986 births, Living people, Actors from London, Models from London, English movie actors, English musicians, English singers, English stage actors, English television actors
Albert II of Belgium	1934 births, Living people, Kings and Queens of Belgium, Knights Grand Cross of the Royal Victorian Order, Knights of the Order of St John, People from Brussels, Recipients of the Decoration for Services to the Republic of Austria
