Kristen Dalton (Miss USA)	1986 births, Beauty pageant winners, Actors from North Carolina, Living people
Louis-Pierre Bougie	1946 births, 2021 deaths, People from Quebec, Canadian artists, Deaths from pneumonia
Tom Gannon	1943 births, 2021 deaths, State legislators of the United States, Politicians from Philadelphia, Pennsylvania, US Republican Party politicians
Upland, Pennsylvania	Boroughs in Pennsylvania
Kenneth Halverson	US Republican Party politicians, State legislators of the United States, 1933 births, 2021 deaths
Lothar Metz	1947 births, 2021 deaths, German Olympic gold medalists, German Olympic bronze medalists, German Olympic silver medalists, Wrestlers, Sportspeople from Saxony
The Life and Times of Judge Roy Bean	1972 movies, 1970s western movies, American western movies, Movies directed by John Huston
Margaret C. Snyder	1929 births, 2021 deaths, Deaths from cardiac arrest, American sociologists, United Nations officials, Scientists from New York, Writers from New York, People from Syracuse, New York
John L. Behan	1944 births, 2021 deaths, State legislators of the United States, Politicians from New York, US Republican Party politicians
Alberto Matos	1944 births, 2021 deaths, Olympians, Sprinters, Sportspeople from Lisbon
Puttershoek	Settlements in South Holland, Former municipalities of South Holland, Hoeksche Waard
Bert Schreuder	1929 births, 2021 deaths, Dutch mayors, Labour Party (Netherlands) politicians, People from Apeldoorn, Politicians from Gelderland
Bunki Bankaitis-Davis	1958 births, 2021 deaths, American Olympians, American cyclists
Khoriphaba	Meitei gods and goddesses
Art Davis (American football)	1934 births, 2021 deaths, Pittsburgh Steelers players, Sportspeople from Mississippi, Deaths from Parkinson's disease
Mary Anne Marchino	1938 births, 2021 deaths, American swimmers, American Olympians, Sportspeople from Indianapolis, Indiana
Didier Pasgrimaud	1966 births, 2021 deaths, French cyclists, French Olympians
Madeline Carroll	1996 births, American Christians, American movie actors, American television actors, American child actors, Actors from Los Angeles, California, Living people
Kevin Weisman	1970 births, Living people, American movie actors, American television actors, American voice actors, American stage actors, Actors from Los Angeles, California, Jewish American actors
Callan McAuliffe	1995 births, Living people, Australian movie actors, Australian television actors, Australian voice actors, Australian child actors, Actors from Sydney
John Corbett	1961 births, Living people, American country singers, American country guitarists, American movie actors, American television actors, American stage actors, American voice actors, Actors from West Virginia, Musicians from West Virginia, Singers from West Virginia, People from Wheeling, West Virginia
Janel Parrish	1988 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from Honolulu, Singers from Hawaii
Dumbarton Bridge (California)	1927 establishments in the United States, Bridges in the San Francisco Bay Area, Steel bridges
Jenny Han	1980 births, Living people, American children's writers, American novelists, Writers from Virginia, People from Richmond, Virginia
Roger Kellaway	1939 births, Living people, Musicians
Hitoshi Sasaki (footballer, born 1891)	1891 births, 1982 deaths, Footballers from Fukushima Prefecture, Japanese football managers, Japan national football team managers
Masujiro Nishida	Year of birth missing, Year of death missing, Japanese footballers, Japanese football managers, Japan national football team managers
Goro Yamada	1894 births, 1958 deaths, Footballers from Fukushima Prefecture, Japanese football managers, Japan national football team managers, Deaths from intracranial hemorrhage
Japan Football Association	1920s establishments in Japan, 1921 establishments in Asia, Football organizations, Football in Japan
Snowflake, Arizona	Towns in Arizona
Far Eastern Championship Games	20th century establishments in the Philippines, 1913 establishments in Asia, Asian Games, Multi-sport events
Show Low, Arizona	Cities in Arizona
Japan Football Hall of Fame	Museums in Japan, Sports halls of fame, Football in Japan
Koichi Kudo	1909 births, 1971 deaths, Footballers from Iwate Prefecture, Japanese football managers, Japan national football team managers, Deaths from heart failure
Vahid Halilhodžić	1952 births, Living people, Bosnia and Herzegovina footballers, Bosnia and Herzegovina football managers, Japan national football team managers
Younan Nowzaradan	1944 births, Living people, Surgeons, Participants in American reality television series
Seiki Ichihara	Year of birth missing (living people), Living people, Japanese footballers, Japanese football managers, Japan women's national football team managers
Takao Orii	Year of birth missing (living people), Living people, Japanese footballers, Japanese football managers, Japan women's national football team managers
Ryohei Suzuki (footballer, born 1949)	1949 births, Living people, Japanese footballers, Japanese football managers, Japan women's national football team managers
Nadeshiko League	Football leagues, Football in Japan, 1980s establishments in Japan, 1989 establishments in Asia
Empress's Cup	1970s establishments in Japan, 1979 establishments in Asia, Football in Japan, Football competitions
Hiroshi Ohashi	1959 births, Living people, Footballers from Mie Prefecture, Japanese football managers, Japan women's national football team managers
Bud Yorkin	1926 births, 2015 deaths, American television producers, American television writers, Emmy Award winners, Movie producers from Pennsylvania
JAR (file format)	Computer file formats
Lowland burrowing tree frog	Animals of North America, Frogs
Missouri's 8th congressional district	Missouri, United States House of Representatives
Nongda Lairen Pakhangba	Meitei people, Kings of Ancient Manipur, History of Manipur
1951 Asian Games	1950s in India, 1951 in Asia, 1951 in sports, Sport in India, New Delhi, March events, Asian Games
1954 Asian Games	Asian Games, 20th century in the Philippines, 1950s in Asia, 1954 in sports, Sport in the Philippines, Manila, May events
1958 Asian Games	20th century in Tokyo, 1950s in Asia, 1958 in sports, Sport in Japan, Asian Games, May events, June events
1962 Asian Games	1962 in sports, 1960s in Asia, Asian Games, August events, History of Java, Jakarta, September events, Sport in Indonesia
1966 Asian Games	1960s in Thailand, 1966 in sports, Sport in Bangkok, Asian Games, December events
1970 Asian Games	1970s in Thailand, 1970 in sports, Sport in Bangkok, December events, Asian Games
1974 Asian Games	1970s in Iran, 1974 in sports, Sport in Iran, Tehran, September events, Asian Games
1978 Asian Games	1970s in Thailand, 1978 in Asia, 1978 in sports, Sport in Bangkok, December events, Asian Games
1982 Asian Games	1980s in India, 1982 in sports, New Delhi, Sport in India, November events, December events, Asian Games
1986 Asian Games	1986 in Asia, 1986 in sports, Seoul, Sport in South Korea, September events, October events, Asian Games
1990 Asian Games	1990s in China, 1990 in Asia, 1990 in sports, Sport in China, Beijing, September events, October events, Asian Games
1994 Asian Games	1990s in Japan, 1994 in sports, Sport in Japan, Hiroshima, October events, Asian Games
1998 Asian Games	1990s in Thailand, 1998 in Asia, 1998 in sports, Sport in Bangkok, December events, Asian Games
2002 Asian Games	21st century in South Korea, 2002 in Asia, 2002 in sports, Sport in South Korea, Busan, September events, October events, Asian Games
2006 Asian Games	2006 in Asia, 2006 in sports, Sport in Qatar, December events, Asian Games
Illinois's 12th congressional district	Congressional districts of Illinois
2018 Asian Games	2018 in Indonesia, 2018 in sports, Asian Games, Sport in Indonesia
Illinois's 15th congressional district	Congressional districts of Illinois
Unhexquadium	Chemical elements
Pingualuit crater	Craters, Quebec
Viasna Human Rights Centre	Human rights organizations in Europe, Belarus
Indiana's 8th congressional district	Congressional districts of Indiana
Phouoibi Waron	Puya, Religion
Indiana's 9th congressional district	Congressional districts of Indiana
704 Hauser	1990s American sitcoms, 1994 American television series debuts, 1994 American television series endings, Television series set in New York City
1080° Snowboarding	1998 video games, Nintendo 64 games, Nintendo Entertainment Analysis and Development games, Video games developed in Japan, Virtual Console games, Virtual Console games for Wii U
Franz Magill	1900 births, 1972 deaths, German war criminals, SS officers, War criminals, Waffen-SS people
Ali Maâloul	Living people, 1990 births, Tunisian footballers, People from Tunis
Mortadha Ben Ouanes	1994 births, Living people, Tunisian footballers, People from Tunis
Rubí	Cities in Catalonia, Municipalities in Catalonia
Viladecans	Cities in Catalonia, Municipalities in Catalonia
Barberà del Vallès	Cities in Catalonia, Municipalities in Catalonia
Esplugues de Llobregat	Cities in Catalonia, Municipalities in Catalonia
Gavà	Cities in Catalonia, Municipalities in Catalonia
Martorell	Cities in Catalonia, Municipalities in Catalonia
Molins de Rei	Cities in Catalonia, Municipalities in Catalonia
Montcada i Reixac	Cities in Catalonia, Municipalities in Catalonia
Sant Andreu de la Barca	Cities in Catalonia, Municipalities in Catalonia
Begues	Municipalities in Catalonia
Fosters Home For Imaginary Friends	British children's television series, CBeebies
Balenyà	Municipalities in Catalonia
Pineda de Mar	Cities in Catalonia, Municipalities in Catalonia
Billancourt, Somme	Communes in Somme
Armenians in Syria	Armenian diaspora, Syria
Maurice-Arthur-Alphonse Wemaere	1879 births, 1956 deaths, French military people, Military personnel of World War II
National Assembly (Panama)	Panama
Diógenes Vergara	1970 births, 2021 deaths, Panamanian people, South American politicians, Assassinated people, Murders by firearm
Japan national under-23 football team	National football teams, Football in Japan
Religious symbol	Religious symbols, Symbols
Japan national under-20 football team	National under-20 football teams, Football in Japan
Sinyo Harry Sarundajang	1945 births, 2021 deaths, Indonesian politicians, Ambassadors of Indonesia
Japan national under-17 football team	National football teams, Football in Japan
George Benneh	1934 births, 2021 deaths, Ghanaian people, African politicians, Academics
Sergeant York	1941 movies, 1940s war movies, American biographical movies, American war movies, Movies based on books, Warner Bros. movies, Movies directed by Howard Hawks
Japan women's national under-20 football team	National football teams, Football in Japan
Ezhar Cezairli	1962 births, 2021 deaths, Turkish politicians, German politicians
Japan women's national under-17 football team	National football teams, Football in Japan
Bukhari Daud	1959 births, 2021 deaths, Indonesian politicians, Indonesian educators, Deaths from myocardial infarction
Aceh Besar Regency	Geography of Indonesia
To Have and Have Not	1944 movies, 1940s romance movies, 1940s war movies, 1940s adventure movies, American romance movies, American adventure movies, World War II movies, Movies based on books, Warner Bros. movies, Movies directed by Howard Hawks
Javier Neves	1953 births, 2021 deaths, Peruvian politicians, Deaths from the COVID-19 pandemic in Peru
National Assembly (Tanzania)	Tanzania
Warner Records	1950s establishments in California, 1958 establishments in the United States, American record labels
The Maltese Falcon	1941 movies, 1940s mystery movies, American mystery movies, Movies based on books, Warner Bros. movies, Movies directed by John Huston
Atashasta Justus Nditiye	1969 births, 2021 deaths, Tanzanian people, African politicians, Road accident deaths
Celso Güity	1955 births, 2021 deaths, Honduran footballers, Cancer deaths in Florida
Antonio Giménez-Rico	1938 births, 2021 deaths, Spanish screenwriters, Spanish movie directors
Forty-Ninth Parallel	1941 movies, 1940s war movies, 1940s drama movies, British drama movies, Canadian drama movies, World War II movies, Movies directed by Michael Powell, Movies directed by Emeric Pressburger
